id	DB	Resolution	phylum	class	order	family	genus	species	DB	Resolution	phylum	class	order	family	genus	species	DB	Resolution	phylum	class	order	family	genus	species	DB	Resolution	phylum	class	order	family	genus	species
MBPK_000297376	COInr	5	Porifera_6040	Demospongiae_6042	Clionaida_1779155	Clionaidae_76784	Cliona_76785		COInr-WO_Insecta	5	Porifera_6040	Demospongiae_6042	Clionaida_1779155	Clionaidae_76784	Cliona_76785		COInr_Med	5	Porifera_6040	Demospongiae_6042	Clionaida_1779155	Clionaidae_76784	Cliona_76785		COInr_Med_plus	5	Porifera_6040	Demospongiae_6042	Clionaida_1779155	Clionaidae_76784	Cliona_76785	
MBPK_000297477	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000297955	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000298299	COInr	6	Rhodophyta_2763	Florideophyceae_2806	Ceramiales_2802	Ceramiaceae_31377	Griffithsia_35158	Griffithsia_corallinoides_242729	COInr-WO_Insecta	6	Rhodophyta_2763	Florideophyceae_2806	Ceramiales_2802	Ceramiaceae_31377	Griffithsia_35158	Griffithsia_corallinoides_242729	COInr_Med	6	Rhodophyta_2763	Florideophyceae_2806	Ceramiales_2802	Ceramiaceae_31377	Griffithsia_35158	Griffithsia_corallinoides_242729	COInr_Med_plus	6	Rhodophyta_2763	Florideophyceae_2806	Ceramiales_2802	Ceramiaceae_31377	Griffithsia_35158	Griffithsia_corallinoides_242729
MBPK_000298385	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000298637	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000299162	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000299174	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000299554	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000299711	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000300088	COInr	3	Rhodophyta_2763	Florideophyceae_2806	Peyssonneliales_-35115				COInr-WO_Insecta	3	Rhodophyta_2763	Florideophyceae_2806	Peyssonneliales_-35115				COInr_Med	5	Rhodophyta_2763	Florideophyceae_2806	Gigartinales_28017	Peyssonneliaceae_173455	Peyssonnelia_173456		COInr_Med_plus	5	Rhodophyta_2763	Florideophyceae_2806	Gigartinales_28017	Peyssonneliaceae_173455	Peyssonnelia_173456	
MBPK_000300139	COInr	3	Rhodophyta_2763	Florideophyceae_2806	Peyssonneliales_-35115				COInr-WO_Insecta	3	Rhodophyta_2763	Florideophyceae_2806	Peyssonneliales_-35115				COInr_Med	5	Rhodophyta_2763	Florideophyceae_2806	Gigartinales_28017	Peyssonneliaceae_173455	Peyssonnelia_173456		COInr_Med_plus	5	Rhodophyta_2763	Florideophyceae_2806	Gigartinales_28017	Peyssonneliaceae_173455	Peyssonnelia_173456	
MBPK_000300924	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000300958	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000301015	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000301753	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000302779	COInr	5	Rhodophyta_2763	Florideophyceae_2806	Hapalidiales_1705611	Hapalidiaceae_227970	Lithothamnion_48598		COInr-WO_Insecta	5	Rhodophyta_2763	Florideophyceae_2806	Hapalidiales_1705611	Hapalidiaceae_227970	Lithothamnion_48598		COInr_Med	5	Rhodophyta_2763	Florideophyceae_2806	Hapalidiales_1705611	Hapalidiaceae_227970	Lithothamnion_48598		COInr_Med_plus	5	Rhodophyta_2763	Florideophyceae_2806	Hapalidiales_1705611	Hapalidiaceae_227970	Lithothamnion_48598	
MBPK_000302878	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000303091	COInr	5	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Aglaopheniidae_308582	Aglaophenia_308583		COInr-WO_Insecta	5	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Aglaopheniidae_308582	Aglaophenia_308583		COInr_Med	5	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Aglaopheniidae_308582	Aglaophenia_308583		COInr_Med_plus	5	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Aglaopheniidae_308582	Aglaophenia_308583	
MBPK_000303434	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000303501	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000303929	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000304899	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000305819	COInr	6	Rhodophyta_2763	Florideophyceae_2806	Ceramiales_2802	Dasyaceae_35164	Heterosiphonia_94296	Heterosiphonia_crispella_997926	COInr-WO_Insecta	6	Rhodophyta_2763	Florideophyceae_2806	Ceramiales_2802	Dasyaceae_35164	Heterosiphonia_94296	Heterosiphonia_crispella_997926	COInr_Med	6	Rhodophyta_2763	Florideophyceae_2806	Ceramiales_2802	Dasyaceae_35164	Heterosiphonia_94296	Heterosiphonia_crispella_997926	COInr_Med_plus	6	Rhodophyta_2763	Florideophyceae_2806	Ceramiales_2802	Dasyaceae_35164	Heterosiphonia_94296	Heterosiphonia_crispella_997926
MBPK_000305886	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000306165	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000306476	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000306486	COInr	6	Bryozoa_10205	Gymnolaemata_10206	Cheilostomatida_10207	Candidae_97286	Cradoscrupocellaria_2724381	Cradoscrupocellaria_reptans_2724382	COInr-WO_Insecta	6	Bryozoa_10205	Gymnolaemata_10206	Cheilostomatida_10207	Candidae_97286	Cradoscrupocellaria_2724381	Cradoscrupocellaria_reptans_2724382	COInr_Med	6	Bryozoa_10205	Gymnolaemata_10206	Cheilostomatida_10207	Candidae_97286	Cradoscrupocellaria_2724381	Cradoscrupocellaria_reptans_2724382	COInr_Med_plus	6	Bryozoa_10205	Gymnolaemata_10206	Cheilostomatida_10207	Candidae_97286	Cradoscrupocellaria_2724381	Cradoscrupocellaria_reptans_2724382
MBPK_000307044	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000307604	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000308487	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000309063	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000309369	COInr	0							COInr-WO_Insecta	0							COInr_Med	5	Mollusca_6447	Bivalvia_6544	Mytilida_6546	Mytilidae_6547	Musculus_112137		COInr_Med_plus	5	Mollusca_6447	Bivalvia_6544	Mytilida_6546	Mytilidae_6547	Musculus_112137	
MBPK_000309498	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000309964	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000311410	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000311494	COInr	6	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Obeliidae_2750047	Obelia_32569	Obelia_dichotoma_37520	COInr-WO_Insecta	6	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Obeliidae_2750047	Obelia_32569	Obelia_dichotoma_37520	COInr_Med	0							COInr_Med_plus	0						
MBPK_000311660	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000312245	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000312339	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000312341	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000312537	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000312584	COInr	4	Porifera_6040	Demospongiae_6042	Clionaida_1779155	Clionaidae_76784			COInr-WO_Insecta	4	Porifera_6040	Demospongiae_6042	Clionaida_1779155	Clionaidae_76784			COInr_Med	4	Porifera_6040	Demospongiae_6042	Clionaida_1779155	Clionaidae_76784			COInr_Med_plus	4	Porifera_6040	Demospongiae_6042	Clionaida_1779155	Clionaidae_76784		
MBPK_000312709	COInr	5	Mollusca_6447	Bivalvia_6544	Mytilida_6546	Mytilidae_6547	Musculus_112137		COInr-WO_Insecta	5	Mollusca_6447	Bivalvia_6544	Mytilida_6546	Mytilidae_6547	Musculus_112137		COInr_Med	5	Mollusca_6447	Bivalvia_6544	Mytilida_6546	Mytilidae_6547	Musculus_112137		COInr_Med_plus	5	Mollusca_6447	Bivalvia_6544	Mytilida_6546	Mytilidae_6547	Musculus_112137	
MBPK_000312933	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000313242	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000313445	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	3	Annelida_6340	Polychaeta_6341	Phyllodocida_6348			
MBPK_000313465	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000313512	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000313764	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000314074	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000314596	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000316231	COInr	6	Annelida_6340	Polychaeta_6341	Phyllodocida_6348	Chrysopetalidae_115831	Chrysopetalum_115832	Chrysopetalum_debile_115833	COInr-WO_Insecta	6	Annelida_6340	Polychaeta_6341	Phyllodocida_6348	Chrysopetalidae_115831	Chrysopetalum_115832	Chrysopetalum_debile_115833	COInr_Med	6	Annelida_6340	Polychaeta_6341	Phyllodocida_6348	Chrysopetalidae_115831	Chrysopetalum_115832	Chrysopetalum_debile_115833	COInr_Med_plus	6	Annelida_6340	Polychaeta_6341	Phyllodocida_6348	Chrysopetalidae_115831	Chrysopetalum_115832	Chrysopetalum_debile_115833
MBPK_000316490	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000317524	COInr	5	Rhodophyta_2763	Florideophyceae_2806	Rhodymeniales_29247	Rhodymeniaceae_31501	Rhodymenia_2794		COInr-WO_Insecta	5	Rhodophyta_2763	Florideophyceae_2806	Rhodymeniales_29247	Rhodymeniaceae_31501	Rhodymenia_2794		COInr_Med	5	Rhodophyta_2763	Florideophyceae_2806	Rhodymeniales_29247	Rhodymeniaceae_31501	Rhodymenia_2794		COInr_Med_plus	5	Rhodophyta_2763	Florideophyceae_2806	Rhodymeniales_29247	Rhodymeniaceae_31501	Rhodymenia_2794	
MBPK_000317795	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000317884	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000318548	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000318567	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000318798	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000319016	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000319041	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000319848	COInr	3	Arthropoda_6656	Malacostraca_6681	Amphipoda_6821				COInr-WO_Insecta	3	Arthropoda_6656	Malacostraca_6681	Amphipoda_6821				COInr_Med	0							COInr_Med_plus	0						
MBPK_000320671	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000320834	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000320910	COInr	5	Porifera_6040	Demospongiae_6042	Verongiida_1779151	Aplysinidae_121475	Aplysina_121476		COInr-WO_Insecta	5	Porifera_6040	Demospongiae_6042	Verongiida_1779151	Aplysinidae_121475	Aplysina_121476		COInr_Med	5	Porifera_6040	Demospongiae_6042	Verongiida_1779151	Aplysinidae_121475	Aplysina_121476		COInr_Med_plus	5	Porifera_6040	Demospongiae_6042	Verongiida_1779151	Aplysinidae_121475	Aplysina_121476	
MBPK_000322417	COInr	0							COInr-WO_Insecta	0							COInr_Med	5	Mollusca_6447	Bivalvia_6544	Mytilida_6546	Mytilidae_6547	Musculus_112137		COInr_Med_plus	5	Mollusca_6447	Bivalvia_6544	Mytilida_6546	Mytilidae_6547	Musculus_112137	
MBPK_000322619	COInr	4	Cnidaria_6073	Anthozoa_6101	Alcyonacea_40677	Alcyoniidae_40678			COInr-WO_Insecta	4	Cnidaria_6073	Anthozoa_6101	Alcyonacea_40677	Alcyoniidae_40678			COInr_Med	4	Cnidaria_6073	Anthozoa_6101	Alcyonacea_40677	Alcyoniidae_40678			COInr_Med_plus	5	Cnidaria_6073	Anthozoa_6101	Alcyonacea_40677	Alcyoniidae_40678	Sarcophyton_51812	
MBPK_000322993	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000323385	COInr	5	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Aglaopheniidae_308582	Aglaophenia_308583		COInr-WO_Insecta	5	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Aglaopheniidae_308582	Aglaophenia_308583		COInr_Med	5	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Aglaopheniidae_308582	Aglaophenia_308583		COInr_Med_plus	5	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Aglaopheniidae_308582	Aglaophenia_308583	
MBPK_000323515	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000323561	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000323619	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000323701	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000323776	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000324046	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000324352	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000324864	COInr	6	Cnidaria_6073	Hydrozoa_6074	Siphonophorae_42759	Diphyidae_168754	Muggiaea_168755	Muggiaea_atlantica_316203	COInr-WO_Insecta	6	Cnidaria_6073	Hydrozoa_6074	Siphonophorae_42759	Diphyidae_168754	Muggiaea_168755	Muggiaea_atlantica_316203	COInr_Med	6	Cnidaria_6073	Hydrozoa_6074	Siphonophorae_42759	Diphyidae_168754	Muggiaea_168755	Muggiaea_atlantica_316203	COInr_Med_plus	6	Cnidaria_6073	Hydrozoa_6074	Siphonophorae_42759	Diphyidae_168754	Muggiaea_168755	Muggiaea_atlantica_316203
MBPK_000325141	COInr	4	Rhodophyta_2763	Florideophyceae_2806	Gigartinales_28017	Peyssonneliaceae_173455			COInr-WO_Insecta	4	Rhodophyta_2763	Florideophyceae_2806	Gigartinales_28017	Peyssonneliaceae_173455			COInr_Med	5	Rhodophyta_2763	Florideophyceae_2806	Gigartinales_28017	Peyssonneliaceae_173455	Sonderopelta_257587		COInr_Med_plus	5	Rhodophyta_2763	Florideophyceae_2806	Gigartinales_28017	Peyssonneliaceae_173455	Sonderopelta_257587	
MBPK_000325309	COInr	3	Cnidaria_6073	Anthozoa_6101	Actiniaria_6103				COInr-WO_Insecta	3	Cnidaria_6073	Anthozoa_6101	Actiniaria_6103				COInr_Med	3	Cnidaria_6073	Anthozoa_6101	Actiniaria_6103				COInr_Med_plus	3	Cnidaria_6073	Anthozoa_6101	Actiniaria_6103			
MBPK_000325397	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000325748	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000325786	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000325851	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000326317	COInr	6	Annelida_6340	Polychaeta_6341	Eunicida_65495	Eunicidae_104737	Lysidice_188454	Lysidice_ninetta_188455	COInr-WO_Insecta	6	Annelida_6340	Polychaeta_6341	Eunicida_65495	Eunicidae_104737	Lysidice_188454	Lysidice_ninetta_188455	COInr_Med	6	Annelida_6340	Polychaeta_6341	Eunicida_65495	Eunicidae_104737	Lysidice_188454	Lysidice_ninetta_188455	COInr_Med_plus	6	Annelida_6340	Polychaeta_6341	Eunicida_65495	Eunicidae_104737	Lysidice_188454	Lysidice_ninetta_188455
MBPK_000326565	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000326795	COInr	4	Porifera_6040	Demospongiae_6042	Clionaida_1779155	Clionaidae_76784			COInr-WO_Insecta	4	Porifera_6040	Demospongiae_6042	Clionaida_1779155	Clionaidae_76784			COInr_Med	4	Porifera_6040	Demospongiae_6042	Clionaida_1779155	Clionaidae_76784			COInr_Med_plus	4	Porifera_6040	Demospongiae_6042	Clionaida_1779155	Clionaidae_76784		
MBPK_000326805	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000326982	COInr	6	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Campanulariidae_27800	Campanularia_314506	Campanularia_hincksii_314507	COInr-WO_Insecta	6	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Campanulariidae_27800	Campanularia_314506	Campanularia_hincksii_314507	COInr_Med	6	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Campanulariidae_27800	Campanularia_314506	Campanularia_hincksii_314507	COInr_Med_plus	6	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Campanulariidae_27800	Campanularia_314506	Campanularia_hincksii_314507
MBPK_000327162	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000327268	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000328120	COInr	3	Rhodophyta_2763	Florideophyceae_2806	Corallinales_31395				COInr-WO_Insecta	3	Rhodophyta_2763	Florideophyceae_2806	Corallinales_31395				COInr_Med	0							COInr_Med_plus	0						
MBPK_000328735	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000329080	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000329280	COInr	6	Bryozoa_10205	Gymnolaemata_10206	Cheilostomatida_10207	Candidae_97286	Cradoscrupocellaria_2724381	Cradoscrupocellaria_reptans_2724382	COInr-WO_Insecta	6	Bryozoa_10205	Gymnolaemata_10206	Cheilostomatida_10207	Candidae_97286	Cradoscrupocellaria_2724381	Cradoscrupocellaria_reptans_2724382	COInr_Med	6	Bryozoa_10205	Gymnolaemata_10206	Cheilostomatida_10207	Candidae_97286	Cradoscrupocellaria_2724381	Cradoscrupocellaria_reptans_2724382	COInr_Med_plus	6	Bryozoa_10205	Gymnolaemata_10206	Cheilostomatida_10207	Candidae_97286	Cradoscrupocellaria_2724381	Cradoscrupocellaria_reptans_2724382
MBPK_000329983	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000330312	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000330641	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000330902	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000330977	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000331509	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000331513	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000331557	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000331780	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000332551	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000332607	COInr	0							COInr-WO_Insecta	0							COInr_Med	5	Mollusca_6447	Bivalvia_6544	Mytilida_6546	Mytilidae_6547	Musculus_112137		COInr_Med_plus	5	Mollusca_6447	Bivalvia_6544	Mytilida_6546	Mytilidae_6547	Musculus_112137	
MBPK_000332812	COInr	6	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Aglaopheniidae_308582	Aglaophenia_308583	Aglaophenia_pluma_401954	COInr-WO_Insecta	6	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Aglaopheniidae_308582	Aglaophenia_308583	Aglaophenia_pluma_401954	COInr_Med	6	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Aglaopheniidae_308582	Aglaophenia_308583	Aglaophenia_pluma_401954	COInr_Med_plus	6	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Aglaopheniidae_308582	Aglaophenia_308583	Aglaophenia_pluma_401954
MBPK_000333262	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000333573	COInr	2	Rhodophyta_2763	Florideophyceae_2806					COInr-WO_Insecta	2	Rhodophyta_2763	Florideophyceae_2806					COInr_Med	6	Rhodophyta_2763	Florideophyceae_2806	Gigartinales_28017	Peyssonneliaceae_173455	Peyssonnelia_173456	Peyssonnelia_atropurpurea_339597	COInr_Med_plus	6	Rhodophyta_2763	Florideophyceae_2806	Gigartinales_28017	Peyssonneliaceae_173455	Peyssonnelia_173456	Peyssonnelia_atropurpurea_339597
MBPK_000333721	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000333902	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000334385	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000334733	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000334986	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000335287	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000335690	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000335750	COInr	4	Porifera_6040	Demospongiae_6042	Poecilosclerida_27925	Coelosphaeridae_283421			COInr-WO_Insecta	4	Porifera_6040	Demospongiae_6042	Poecilosclerida_27925	Coelosphaeridae_283421			COInr_Med	4	Porifera_6040	Demospongiae_6042	Poecilosclerida_27925	Coelosphaeridae_283421			COInr_Med_plus	4	Porifera_6040	Demospongiae_6042	Poecilosclerida_27925	Coelosphaeridae_283421		
MBPK_000336564	COInr	5	Rhodophyta_2763	Florideophyceae_2806	Hapalidiales_1705611	Hapalidiaceae_227970	Phymatolithon_48601		COInr-WO_Insecta	5	Rhodophyta_2763	Florideophyceae_2806	Hapalidiales_1705611	Hapalidiaceae_227970	Phymatolithon_48601		COInr_Med	5	Rhodophyta_2763	Florideophyceae_2806	Hapalidiales_1705611	Hapalidiaceae_227970	Phymatolithon_48601		COInr_Med_plus	5	Rhodophyta_2763	Florideophyceae_2806	Hapalidiales_1705611	Hapalidiaceae_227970	Phymatolithon_48601	
MBPK_000336952	COInr	3	Rhodophyta_2763	Florideophyceae_2806	Peyssonneliales_-35115				COInr-WO_Insecta	3	Rhodophyta_2763	Florideophyceae_2806	Peyssonneliales_-35115				COInr_Med	5	Rhodophyta_2763	Florideophyceae_2806	Gigartinales_28017	Peyssonneliaceae_173455	Peyssonnelia_173456		COInr_Med_plus	5	Rhodophyta_2763	Florideophyceae_2806	Gigartinales_28017	Peyssonneliaceae_173455	Peyssonnelia_173456	
MBPK_000337328	COInr	6	Rhodophyta_2763	Florideophyceae_2806	Ceramiales_2802	Wrangeliaceae_756396	Ptilothamnion_1498215	Ptilothamnion_sphaericum_1498216	COInr-WO_Insecta	6	Rhodophyta_2763	Florideophyceae_2806	Ceramiales_2802	Wrangeliaceae_756396	Ptilothamnion_1498215	Ptilothamnion_sphaericum_1498216	COInr_Med	6	Rhodophyta_2763	Florideophyceae_2806	Ceramiales_2802	Wrangeliaceae_756396	Ptilothamnion_1498215	Ptilothamnion_sphaericum_1498216	COInr_Med_plus	6	Rhodophyta_2763	Florideophyceae_2806	Ceramiales_2802	Wrangeliaceae_756396	Ptilothamnion_1498215	Ptilothamnion_sphaericum_1498216
MBPK_000338004	COInr	6	Rhodophyta_2763	Florideophyceae_2806	Hapalidiales_1705611	Mesophyllumaceae_2784734	Mesophyllum_48973	Mesophyllum_erubescens_48975	COInr-WO_Insecta	6	Rhodophyta_2763	Florideophyceae_2806	Hapalidiales_1705611	Mesophyllumaceae_2784734	Mesophyllum_48973	Mesophyllum_erubescens_48975	COInr_Med	0							COInr_Med_plus	0						
MBPK_000338453	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000338808	COInr	2	Arthropoda_6656	Arachnida_6854					COInr-WO_Insecta	2	Arthropoda_6656	Arachnida_6854					COInr_Med	0							COInr_Med_plus	0						
MBPK_000339295	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000339565	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000340223	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000340586	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	6	Annelida_6340	Polychaeta_6341	Phyllodocida_6348	Syllidae_122238	Eusyllis_199553	Eusyllis_assimilis_-35158
MBPK_000340648	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000340729	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000340853	COInr	4	Porifera_6040	Demospongiae_6042	Tethyida_1779163	Hemiasterellidae_283520			COInr-WO_Insecta	4	Porifera_6040	Demospongiae_6042	Tethyida_1779163	Hemiasterellidae_283520			COInr_Med	4	Porifera_6040	Demospongiae_6042	Tethyida_1779163	Hemiasterellidae_283520			COInr_Med_plus	4	Porifera_6040	Demospongiae_6042	Tethyida_1779163	Hemiasterellidae_283520		
