id	DB	Resolution	phylum	class	order	family	genus	species	DB	Resolution	phylum	class	order	family	genus	species	DB	Resolution	phylum	class	order	family	genus	species	DB	Resolution	phylum	class	order	family	genus	species
MBPK_000560658	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000561194	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000561872	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000563564	COInr	3	Rhodophyta_2763	Florideophyceae_2806	Halymeniales_50289				COInr-WO_Insecta	3	Rhodophyta_2763	Florideophyceae_2806	Halymeniales_50289				COInr_Med	4	Rhodophyta_2763	Florideophyceae_2806	Halymeniales_50289	Halymeniaceae_31453			COInr_Med_plus	4	Rhodophyta_2763	Florideophyceae_2806	Halymeniales_50289	Halymeniaceae_31453		
MBPK_000563602	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000563662	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000563944	COInr	5	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Laodiceidae_168747	Laodicea_662011		COInr-WO_Insecta	5	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Laodiceidae_168747	Laodicea_662011		COInr_Med	5	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Laodiceidae_168747	Laodicea_662011		COInr_Med_plus	5	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Laodiceidae_168747	Laodicea_662011	
MBPK_000564499	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000564510	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000564530	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000564553	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000564721	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000564754	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000565090	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000565301	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000565856	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000566380	COInr	2	Rhodophyta_2763	Florideophyceae_2806					COInr-WO_Insecta	2	Rhodophyta_2763	Florideophyceae_2806					COInr_Med	6	Rhodophyta_2763	Florideophyceae_2806	Gigartinales_28017	Peyssonneliaceae_173455	Peyssonnelia_173456	Peyssonnelia_atropurpurea_339597	COInr_Med_plus	6	Rhodophyta_2763	Florideophyceae_2806	Gigartinales_28017	Peyssonneliaceae_173455	Peyssonnelia_173456	Peyssonnelia_atropurpurea_339597
MBPK_000566443	COInr	5	Rhodophyta_2763	Florideophyceae_2806	Hapalidiales_1705611	Mesophyllumaceae_2784734	Mesophyllum_48973		COInr-WO_Insecta	5	Rhodophyta_2763	Florideophyceae_2806	Hapalidiales_1705611	Mesophyllumaceae_2784734	Mesophyllum_48973		COInr_Med	0							COInr_Med_plus	0						
MBPK_000566841	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000567671	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000567704	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000568633	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000568750	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000568811	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000569045	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000569103	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000570100	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000571070	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000571486	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000571798	COInr	3	Porifera_6040	Demospongiae_6042	Dictyoceratida_119428				COInr-WO_Insecta	3	Porifera_6040	Demospongiae_6042	Dictyoceratida_119428				COInr_Med	4	Porifera_6040	Demospongiae_6042	Dictyoceratida_119428	Thorectidae_121495			COInr_Med_plus	4	Porifera_6040	Demospongiae_6042	Dictyoceratida_119428	Thorectidae_121495		
MBPK_000572570	COInr	5	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Clytiidae_2750048	Clytia_13436		COInr-WO_Insecta	5	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Clytiidae_2750048	Clytia_13436		COInr_Med	6	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Mitrocomidae_36081	Cosmetira_1978356	Cosmetira_pilosella_1978358	COInr_Med_plus	6	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Mitrocomidae_36081	Cosmetira_1978356	Cosmetira_pilosella_1978358
MBPK_000573278	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000573953	COInr	5	Rhodophyta_2763	Florideophyceae_2806	Hapalidiales_1705611	Mesophyllumaceae_2784734	Mesophyllum_48973		COInr-WO_Insecta	5	Rhodophyta_2763	Florideophyceae_2806	Hapalidiales_1705611	Mesophyllumaceae_2784734	Mesophyllum_48973		COInr_Med	0							COInr_Med_plus	0						
MBPK_000574647	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000576701	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000576892	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000577138	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000577248	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000577734	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000577912	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000578052	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000578091	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000578460	COInr	3	Annelida_6340	Polychaeta_6341	Eunicida_65495				COInr-WO_Insecta	3	Annelida_6340	Polychaeta_6341	Eunicida_65495				COInr_Med	0							COInr_Med_plus	0						
MBPK_000578707	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000578738	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000580656	COInr	3	Porifera_6040	Demospongiae_6042	Poecilosclerida_27925				COInr-WO_Insecta	3	Porifera_6040	Demospongiae_6042	Poecilosclerida_27925				COInr_Med	3	Porifera_6040	Demospongiae_6042	Poecilosclerida_27925				COInr_Med_plus	3	Porifera_6040	Demospongiae_6042	Poecilosclerida_27925			
MBPK_000581177	COInr	5	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Aglaopheniidae_308582	Aglaophenia_308583		COInr-WO_Insecta	5	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Aglaopheniidae_308582	Aglaophenia_308583		COInr_Med	5	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Aglaopheniidae_308582	Aglaophenia_308583		COInr_Med_plus	5	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Aglaopheniidae_308582	Aglaophenia_308583	
MBPK_000581802	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000581910	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000582019	COInr	0							COInr-WO_Insecta	0							COInr_Med	5	Mollusca_6447	Bivalvia_6544	Mytilida_6546	Mytilidae_6547	Musculus_112137		COInr_Med_plus	5	Mollusca_6447	Bivalvia_6544	Mytilida_6546	Mytilidae_6547	Musculus_112137	
MBPK_000582479	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000582605	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000582908	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000582917	COInr	5	Mollusca_6447	Bivalvia_6544	Mytilida_6546	Mytilidae_6547	Musculus_112137		COInr-WO_Insecta	5	Mollusca_6447	Bivalvia_6544	Mytilida_6546	Mytilidae_6547	Musculus_112137		COInr_Med	5	Mollusca_6447	Bivalvia_6544	Mytilida_6546	Mytilidae_6547	Musculus_112137		COInr_Med_plus	5	Mollusca_6447	Bivalvia_6544	Mytilida_6546	Mytilidae_6547	Musculus_112137	
MBPK_000583189	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000583324	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000583740	COInr	4	Sipuncula_6433		Golfingiida_792580	Golfingiidae_6434			COInr-WO_Insecta	4	Sipuncula_6433		Golfingiida_792580	Golfingiidae_6434			COInr_Med	4	Sipuncula_6433		Golfingiida_792580	Golfingiidae_6434			COInr_Med_plus	4	Sipuncula_6433		Golfingiida_792580	Golfingiidae_6434		
MBPK_000584186	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000585161	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000585262	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000585475	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000585520	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000585672	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000585745	COInr	4	Porifera_6040	Demospongiae_6042	Clionaida_1779155	Clionaidae_76784			COInr-WO_Insecta	4	Porifera_6040	Demospongiae_6042	Clionaida_1779155	Clionaidae_76784			COInr_Med	4	Porifera_6040	Demospongiae_6042	Clionaida_1779155	Clionaidae_76784			COInr_Med_plus	4	Porifera_6040	Demospongiae_6042	Clionaida_1779155	Clionaidae_76784		
MBPK_000585812	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000585974	COInr	3	Cnidaria_6073	Anthozoa_6101	Alcyonacea_40677				COInr-WO_Insecta	3	Cnidaria_6073	Anthozoa_6101	Alcyonacea_40677				COInr_Med	3	Cnidaria_6073	Anthozoa_6101	Alcyonacea_40677				COInr_Med_plus	3	Cnidaria_6073	Anthozoa_6101	Alcyonacea_40677			
MBPK_000586008	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000586212	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000587043	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000587579	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000588437	COInr	5	Oomycota_4762		Saprolegniales_4763	Saprolegniaceae_4764	Achlya_4765		COInr-WO_Insecta	5	Oomycota_4762		Saprolegniales_4763	Saprolegniaceae_4764	Achlya_4765		COInr_Med	0							COInr_Med_plus	0						
MBPK_000589004	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000589698	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000589862	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000590396	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000590824	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000591361	COInr	6	Bacillariophyta_2836	Bacillariophyceae_33849	Naviculales_38748	Pleurosigmataceae_197751	Pleurosigma_197752	Pleurosigma_inscriptura_2819025	COInr-WO_Insecta	6	Bacillariophyta_2836	Bacillariophyceae_33849	Naviculales_38748	Pleurosigmataceae_197751	Pleurosigma_197752	Pleurosigma_inscriptura_2819025	COInr_Med	6	Bacillariophyta_2836	Bacillariophyceae_33849	Naviculales_38748	Pleurosigmataceae_197751	Pleurosigma_197752	Pleurosigma_inscriptura_2819025	COInr_Med_plus	6	Bacillariophyta_2836	Bacillariophyceae_33849	Naviculales_38748	Pleurosigmataceae_197751	Pleurosigma_197752	Pleurosigma_inscriptura_2819025
MBPK_000591710	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000591811	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000591989	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000592095	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000593096	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000593493	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000593854	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000593894	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000594128	COInr	5	Rhodophyta_2763	Florideophyceae_2806	Hapalidiales_1705611	Hapalidiaceae_227970	Lithothamnion_48598		COInr-WO_Insecta	5	Rhodophyta_2763	Florideophyceae_2806	Hapalidiales_1705611	Hapalidiaceae_227970	Lithothamnion_48598		COInr_Med	5	Rhodophyta_2763	Florideophyceae_2806	Hapalidiales_1705611	Hapalidiaceae_227970	Lithothamnion_48598		COInr_Med_plus	5	Rhodophyta_2763	Florideophyceae_2806	Hapalidiales_1705611	Hapalidiaceae_227970	Lithothamnion_48598	
MBPK_000594626	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000595336	COInr	3	Porifera_6040	Demospongiae_6042	Dictyoceratida_119428				COInr-WO_Insecta	3	Porifera_6040	Demospongiae_6042	Dictyoceratida_119428				COInr_Med	4	Porifera_6040	Demospongiae_6042	Dictyoceratida_119428	Thorectidae_121495			COInr_Med_plus	4	Porifera_6040	Demospongiae_6042	Dictyoceratida_119428	Thorectidae_121495		
MBPK_000595456	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000595476	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000595491	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000596312	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000596324	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000596694	COInr	6	Bryozoa_10205	Gymnolaemata_10206	Cheilostomatida_10207	Candidae_97286	Cradoscrupocellaria_2724381	Cradoscrupocellaria_reptans_2724382	COInr-WO_Insecta	6	Bryozoa_10205	Gymnolaemata_10206	Cheilostomatida_10207	Candidae_97286	Cradoscrupocellaria_2724381	Cradoscrupocellaria_reptans_2724382	COInr_Med	6	Bryozoa_10205	Gymnolaemata_10206	Cheilostomatida_10207	Candidae_97286	Cradoscrupocellaria_2724381	Cradoscrupocellaria_reptans_2724382	COInr_Med_plus	6	Bryozoa_10205	Gymnolaemata_10206	Cheilostomatida_10207	Candidae_97286	Cradoscrupocellaria_2724381	Cradoscrupocellaria_reptans_2724382
MBPK_000596837	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000597251	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000597615	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000597948	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000598068	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000598148	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	6	Annelida_6340	Polychaeta_6341	Eunicida_65495	Dorvilleidae_160440	Dorvillea_160441	Dorvillea_rubrovittata_864287
MBPK_000598385	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000598417	COInr	5	Annelida_6340	Polychaeta_6341	Terebellida_6373	Cirratulidae_46590	Cirriformia_279645		COInr-WO_Insecta	5	Annelida_6340	Polychaeta_6341	Terebellida_6373	Cirratulidae_46590	Cirriformia_279645		COInr_Med	5	Annelida_6340	Polychaeta_6341	Terebellida_6373	Cirratulidae_46590	Cirriformia_279645		COInr_Med_plus	5	Annelida_6340	Polychaeta_6341	Terebellida_6373	Cirratulidae_46590	Cirriformia_279645	
MBPK_000598803	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000599888	COInr	5	Porifera_6040	Demospongiae_6042	Clionaida_1779155	Clionaidae_76784	Cliona_76785		COInr-WO_Insecta	5	Porifera_6040	Demospongiae_6042	Clionaida_1779155	Clionaidae_76784	Cliona_76785		COInr_Med	6	Porifera_6040	Demospongiae_6042	Clionaida_1779155	Clionaidae_76784	Cliona_76785	Cliona_celata_269049	COInr_Med_plus	6	Porifera_6040	Demospongiae_6042	Clionaida_1779155	Clionaidae_76784	Cliona_76785	Cliona_celata_269049
MBPK_000600309	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000600485	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000600586	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000600712	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000600765	COInr	3	Rhodophyta_2763	Florideophyceae_2806	Peyssonneliales_-35115				COInr-WO_Insecta	3	Rhodophyta_2763	Florideophyceae_2806	Peyssonneliales_-35115				COInr_Med	5	Rhodophyta_2763	Florideophyceae_2806	Gigartinales_28017	Peyssonneliaceae_173455	Peyssonnelia_173456		COInr_Med_plus	5	Rhodophyta_2763	Florideophyceae_2806	Gigartinales_28017	Peyssonneliaceae_173455	Peyssonnelia_173456	
MBPK_000601015	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000601235	COInr	3	Porifera_6040	Demospongiae_6042	Poecilosclerida_27925				COInr-WO_Insecta	3	Porifera_6040	Demospongiae_6042	Poecilosclerida_27925				COInr_Med	4	Porifera_6040	Demospongiae_6042	Poecilosclerida_27925	Hymedesmiidae_252956			COInr_Med_plus	4	Porifera_6040	Demospongiae_6042	Poecilosclerida_27925	Hymedesmiidae_252956		
MBPK_000601725	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000601955	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000602033	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000602559	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000603209	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000603314	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000603454	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000603541	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000603657	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000604009	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000605400	COInr	5	Porifera_6040	Demospongiae_6042	Clionaida_1779155	Clionaidae_76784	Cliona_76785		COInr-WO_Insecta	5	Porifera_6040	Demospongiae_6042	Clionaida_1779155	Clionaidae_76784	Cliona_76785		COInr_Med	5	Porifera_6040	Demospongiae_6042	Clionaida_1779155	Clionaidae_76784	Cliona_76785		COInr_Med_plus	5	Porifera_6040	Demospongiae_6042	Clionaida_1779155	Clionaidae_76784	Cliona_76785	
MBPK_000605410	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000606042	COInr	3	Rhodophyta_2763	Florideophyceae_2806	Peyssonneliales_-35115				COInr-WO_Insecta	3	Rhodophyta_2763	Florideophyceae_2806	Peyssonneliales_-35115				COInr_Med	5	Rhodophyta_2763	Florideophyceae_2806	Gigartinales_28017	Peyssonneliaceae_173455	Peyssonnelia_173456		COInr_Med_plus	5	Rhodophyta_2763	Florideophyceae_2806	Gigartinales_28017	Peyssonneliaceae_173455	Peyssonnelia_173456	
MBPK_000606047	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000606858	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000606983	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000607719	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000608038	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000608101	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000608276	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000608408	COInr	6	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Obeliidae_2750047	Obelia_32569	Obelia_dichotoma_37520	COInr-WO_Insecta	6	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Obeliidae_2750047	Obelia_32569	Obelia_dichotoma_37520	COInr_Med	4	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Campanulariidae_27800			COInr_Med_plus	4	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Campanulariidae_27800		
MBPK_000608504	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000608594	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000609477	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000609701	COInr	6	Rhodophyta_2763	Florideophyceae_2806	Ceramiales_2802	Dasyaceae_35164	Heterosiphonia_94296	Heterosiphonia_crispella_997926	COInr-WO_Insecta	6	Rhodophyta_2763	Florideophyceae_2806	Ceramiales_2802	Dasyaceae_35164	Heterosiphonia_94296	Heterosiphonia_crispella_997926	COInr_Med	6	Rhodophyta_2763	Florideophyceae_2806	Ceramiales_2802	Dasyaceae_35164	Heterosiphonia_94296	Heterosiphonia_crispella_997926	COInr_Med_plus	6	Rhodophyta_2763	Florideophyceae_2806	Ceramiales_2802	Dasyaceae_35164	Heterosiphonia_94296	Heterosiphonia_crispella_997926
MBPK_000609887	COInr	4	Mollusca_6447	Gastropoda_6448	Neogastropoda_6479	Mitridae_69649			COInr-WO_Insecta	4	Mollusca_6447	Gastropoda_6448	Neogastropoda_6479	Mitridae_69649			COInr_Med	4	Mollusca_6447	Gastropoda_6448	Neogastropoda_6479	Mitridae_69649			COInr_Med_plus	4	Mollusca_6447	Gastropoda_6448	Neogastropoda_6479	Mitridae_69649		
MBPK_000609955	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000610015	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000610642	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000610672	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000611412	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000611592	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000612803	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000613289	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000613369	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000613568	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000613810	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000614081	COInr	0							COInr-WO_Insecta	0							COInr_Med	5	Mollusca_6447	Bivalvia_6544	Mytilida_6546	Mytilidae_6547	Musculus_112137		COInr_Med_plus	5	Mollusca_6447	Bivalvia_6544	Mytilida_6546	Mytilidae_6547	Musculus_112137	
MBPK_000614661	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000614772	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000615006	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000615057	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000615230	COInr	5	Porifera_6040	Demospongiae_6042	Dictyoceratida_119428	Dysideidae_190525	Dysidea_190526		COInr-WO_Insecta	5	Porifera_6040	Demospongiae_6042	Dictyoceratida_119428	Dysideidae_190525	Dysidea_190526		COInr_Med	5	Porifera_6040	Demospongiae_6042	Dictyoceratida_119428	Dysideidae_190525	Dysidea_190526		COInr_Med_plus	5	Porifera_6040	Demospongiae_6042	Dictyoceratida_119428	Dysideidae_190525	Dysidea_190526	
MBPK_000615558	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000618887	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000619064	COInr	0							COInr-WO_Insecta	0							COInr_Med	0							COInr_Med_plus	0						
MBPK_000619216	COInr	5	Annelida_6340	Polychaeta_6341	Eunicida_65495	Eunicidae_104737	Eunice_73379		COInr-WO_Insecta	5	Annelida_6340	Polychaeta_6341	Eunicida_65495	Eunicidae_104737	Eunice_73379		COInr_Med	5	Annelida_6340	Polychaeta_6341	Eunicida_65495	Eunicidae_104737	Eunice_73379		COInr_Med_plus	6	Annelida_6340	Polychaeta_6341	Eunicida_65495	Eunicidae_104737	Eunice_73379	Eunice_vittata_188451
MBPK_000620206	COInr	4	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Campanulariidae_27800			COInr-WO_Insecta	4	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Campanulariidae_27800			COInr_Med	4	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Campanulariidae_27800			COInr_Med_plus	4	Cnidaria_6073	Hydrozoa_6074	Leptothecata_500008	Campanulariidae_27800		
